0	1.50914	71.905
1	2.85288	283.543
2	1.04672	55.6348
3	-0.292296	133.562
4	0.600037	94.0064
5	2.31942	451.856
6	-1.00754	638.522
7	3.78441	810.785
8	2.40477	456.642
9	0.698361	710.418
10	1.69778	841.058
11	4.14832	721.279
12	0.94656	623.05
13	0.577489	813.724
14	3.27761	751.772
15	3.21692	1002.52
16	3.85583	858.36
17	-1.05248	1202.94
18	-0.604586	1162.81
19	2.57616	1378.73
20	-0.202567	710.846
21	-0.762742	2407.34
22	-0.817958	1419.13
23	0.903715	1529
24	-5.64023	2284.26
25	-5.27628	3405.6
26	-7.33979	3406.68
27	-5.84598	3422.87
28	-6.52262	3429.46
29	-5.59937	3389.83
30	-7.14259	3493.72
31	2.83762	1424.65
32	1.80223	1594.1
33	1.53755	1787.03
34	-2.04171	2229.44
35	-0.746596	669.204
36	4.14752	1087.53
37	1.74636	1560.54
38	3.13143	1310.76
39	3.89823	800.108
40	2.56123	1190.61
41	5.36556	1077.88
42	3.90828	1003.9
43	4.5385	1322.25
44	3.86865	881.828
45	4.69372	606.288
46	3.69454	794.814
47	3.97957	1109.68
48	4.35597	875.806
49	-1.52129	25.3
